label_file,read_status,horizon_sec,trade_date,exchange,symbol,split_role,rows,missing_required_columns,forbidden_columns,bucket_monotonic_violations,duplicate_bucket_rows,split_role_mismatch_rows,test_role_rows,label_available_fraction,audit_pass
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=BPCL\receive_flow_labels.parquet,ok,15,2026-07-14,NSE,BPCL,test_untouched,1504,,,0,0,0,1504,0.9986702127659575,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=BRITANNIA\receive_flow_labels.parquet,ok,15,2026-07-14,NSE,BRITANNIA,test_untouched,1501,,,0,0,0,1501,0.9993337774816788,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=CIPLA\receive_flow_labels.parquet,ok,15,2026-07-14,NSE,CIPLA,test_untouched,1502,,,0,0,0,1502,0.9993342210386151,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=DRREDDY\receive_flow_labels.parquet,ok,15,2026-07-14,NSE,DRREDDY,test_untouched,1501,,,0,0,0,1501,0.9993337774816788,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=GOLDBEES\receive_flow_labels.parquet,ok,15,2026-07-14,NSE,GOLDBEES,test_untouched,1502,,,0,0,0,1502,0.9986684420772304,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=HCLTECH\receive_flow_labels.parquet,ok,15,2026-07-14,NSE,HCLTECH,test_untouched,1504,,,0,0,0,1504,0.9986702127659575,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=HDFCBANK\receive_flow_labels.parquet,ok,15,2026-07-14,NSE,HDFCBANK,test_untouched,1503,,,0,0,0,1503,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=HINDUNILVR\receive_flow_labels.parquet,ok,15,2026-07-14,NSE,HINDUNILVR,test_untouched,1500,,,0,0,0,1500,0.9993333333333333,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=ICICIBANK\receive_flow_labels.parquet,ok,15,2026-07-14,NSE,ICICIBANK,test_untouched,1502,,,0,0,0,1502,0.9993342210386151,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=INFY\receive_flow_labels.parquet,ok,15,2026-07-14,NSE,INFY,test_untouched,1503,,,0,0,0,1503,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=ITBEES\receive_flow_labels.parquet,ok,15,2026-07-14,NSE,ITBEES,test_untouched,1501,,,0,0,0,1501,0.9986675549633578,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=ITC\receive_flow_labels.parquet,ok,15,2026-07-14,NSE,ITC,test_untouched,1503,,,0,0,0,1503,0.9986693280106453,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=JUNIORBEES\receive_flow_labels.parquet,ok,15,2026-07-14,NSE,JUNIORBEES,test_untouched,1501,,,0,0,0,1501,0.9986675549633578,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=KOTAKBANK\receive_flow_labels.parquet,ok,15,2026-07-14,NSE,KOTAKBANK,test_untouched,1504,,,0,0,0,1504,0.9986702127659575,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=LT\receive_flow_labels.parquet,ok,15,2026-07-14,NSE,LT,test_untouched,1502,,,0,0,0,1502,0.9993342210386151,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=M&M\receive_flow_labels.parquet,ok,15,2026-07-14,NSE,M&M,test_untouched,1503,,,0,0,0,1503,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=MARUTI\receive_flow_labels.parquet,ok,15,2026-07-14,NSE,MARUTI,test_untouched,1502,,,0,0,0,1502,0.9993342210386151,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=NESTLEIND\receive_flow_labels.parquet,ok,15,2026-07-14,NSE,NESTLEIND,test_untouched,1502,,,0,0,0,1502,0.9993342210386151,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=NIFTYBEES\receive_flow_labels.parquet,ok,15,2026-07-14,NSE,NIFTYBEES,test_untouched,1503,,,0,0,0,1503,0.9986693280106453,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=ONGC\receive_flow_labels.parquet,ok,15,2026-07-14,NSE,ONGC,test_untouched,1503,,,0,0,0,1503,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=RELIANCE\receive_flow_labels.parquet,ok,15,2026-07-14,NSE,RELIANCE,test_untouched,1504,,,0,0,0,1504,0.9986702127659575,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=SBIN\receive_flow_labels.parquet,ok,15,2026-07-14,NSE,SBIN,test_untouched,1504,,,0,0,0,1504,0.9986702127659575,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=SUNPHARMA\receive_flow_labels.parquet,ok,15,2026-07-14,NSE,SUNPHARMA,test_untouched,1502,,,0,0,0,1502,0.9993342210386151,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=TCS\receive_flow_labels.parquet,ok,15,2026-07-14,NSE,TCS,test_untouched,1503,,,0,0,0,1503,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=TECHM\receive_flow_labels.parquet,ok,15,2026-07-14,NSE,TECHM,test_untouched,1503,,,0,0,0,1503,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=ULTRACEMCO\receive_flow_labels.parquet,ok,15,2026-07-14,NSE,ULTRACEMCO,test_untouched,1503,,,0,0,0,1503,0.9993346640053227,1
derived_real_l2_receive_flow_labels_phase181\horizon=15s\trade_date=2026-07-14\exchange=NSE\symbol=WIPRO\receive_flow_labels.parquet,ok,15,2026-07-14,NSE,WIPRO,test_untouched,1504,,,0,0,0,1504,0.9986702127659575,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=ADANIPORTS\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,ADANIPORTS,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=AXISBANK\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,AXISBANK,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=BAJAJ-AUTO\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,BAJAJ-AUTO,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=BANKBEES\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,BANKBEES,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=BHARTIARTL\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,BHARTIARTL,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=BPCL\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,BPCL,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=BRITANNIA\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,BRITANNIA,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=CIPLA\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,CIPLA,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=DRREDDY\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,DRREDDY,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=GOLDBEES\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,GOLDBEES,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=HCLTECH\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,HCLTECH,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=HDFCBANK\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,HDFCBANK,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=HINDUNILVR\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,HINDUNILVR,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=ICICIBANK\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,ICICIBANK,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=INFY\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,INFY,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=ITBEES\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,ITBEES,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=ITC\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,ITC,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=JUNIORBEES\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,JUNIORBEES,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=KOTAKBANK\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,KOTAKBANK,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=LT\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,LT,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=M&M\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,M&M,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=MARUTI\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,MARUTI,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=NESTLEIND\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,NESTLEIND,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=NIFTYBEES\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,NIFTYBEES,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=ONGC\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,ONGC,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=RELIANCE\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,RELIANCE,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=SBIN\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,SBIN,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=SUNPHARMA\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,SUNPHARMA,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=TCS\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,TCS,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=TECHM\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,TECHM,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=ULTRACEMCO\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,ULTRACEMCO,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-08\exchange=NSE\symbol=WIPRO\receive_flow_labels.parquet,ok,60,2026-07-08,NSE,WIPRO,train,148,,,0,0,0,0,0.9932432432432432,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=ADANIPORTS\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,ADANIPORTS,train,217,,,0,0,0,0,0.9953917050691244,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=AXISBANK\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,AXISBANK,train,217,,,0,0,0,0,0.9953917050691244,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=BAJAJ-AUTO\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,BAJAJ-AUTO,train,217,,,0,0,0,0,0.9953917050691244,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=BANKBEES\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,BANKBEES,train,217,,,0,0,0,0,0.9953917050691244,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=BHARTIARTL\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,BHARTIARTL,train,217,,,0,0,0,0,0.9953917050691244,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=BPCL\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,BPCL,train,217,,,0,0,0,0,0.9953917050691244,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=BRITANNIA\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,BRITANNIA,train,216,,,0,0,0,0,0.9953703703703703,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=CIPLA\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,CIPLA,train,217,,,0,0,0,0,0.9953917050691244,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=DRREDDY\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,DRREDDY,train,217,,,0,0,0,0,0.9953917050691244,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=GOLDBEES\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,GOLDBEES,train,217,,,0,0,0,0,0.9953917050691244,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=HCLTECH\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,HCLTECH,train,217,,,0,0,0,0,0.9953917050691244,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=HDFCBANK\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,HDFCBANK,train,217,,,0,0,0,0,0.9953917050691244,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=HINDUNILVR\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,HINDUNILVR,train,217,,,0,0,0,0,0.9953917050691244,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=ICICIBANK\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,ICICIBANK,train,217,,,0,0,0,0,0.9953917050691244,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=INFY\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,INFY,train,217,,,0,0,0,0,0.9953917050691244,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=ITBEES\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,ITBEES,train,217,,,0,0,0,0,0.9953917050691244,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=ITC\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,ITC,train,217,,,0,0,0,0,0.9953917050691244,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=JUNIORBEES\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,JUNIORBEES,train,217,,,0,0,0,0,0.9953917050691244,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=KOTAKBANK\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,KOTAKBANK,train,217,,,0,0,0,0,0.9953917050691244,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=LT\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,LT,train,217,,,0,0,0,0,0.9953917050691244,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=M&M\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,M&M,train,217,,,0,0,0,0,0.9953917050691244,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=MARUTI\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,MARUTI,train,217,,,0,0,0,0,0.9953917050691244,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=NESTLEIND\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,NESTLEIND,train,217,,,0,0,0,0,0.9953917050691244,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=NIFTYBEES\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,NIFTYBEES,train,217,,,0,0,0,0,0.9953917050691244,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=ONGC\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,ONGC,train,217,,,0,0,0,0,0.9953917050691244,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=RELIANCE\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,RELIANCE,train,217,,,0,0,0,0,0.9953917050691244,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=SBIN\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,SBIN,train,217,,,0,0,0,0,0.9953917050691244,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=SUNPHARMA\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,SUNPHARMA,train,217,,,0,0,0,0,0.9953917050691244,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=TCS\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,TCS,train,217,,,0,0,0,0,0.9953917050691244,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=TECHM\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,TECHM,train,217,,,0,0,0,0,0.9953917050691244,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=ULTRACEMCO\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,ULTRACEMCO,train,217,,,0,0,0,0,0.9953917050691244,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-09\exchange=NSE\symbol=WIPRO\receive_flow_labels.parquet,ok,60,2026-07-09,NSE,WIPRO,train,217,,,0,0,0,0,0.9953917050691244,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-10\exchange=NSE\symbol=ADANIPORTS\receive_flow_labels.parquet,ok,60,2026-07-10,NSE,ADANIPORTS,train,378,,,0,0,0,0,0.9973544973544973,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-10\exchange=NSE\symbol=AXISBANK\receive_flow_labels.parquet,ok,60,2026-07-10,NSE,AXISBANK,train,378,,,0,0,0,0,0.9973544973544973,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-10\exchange=NSE\symbol=BAJAJ-AUTO\receive_flow_labels.parquet,ok,60,2026-07-10,NSE,BAJAJ-AUTO,train,378,,,0,0,0,0,0.9973544973544973,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-10\exchange=NSE\symbol=BANKBEES\receive_flow_labels.parquet,ok,60,2026-07-10,NSE,BANKBEES,train,377,,,0,0,0,0,0.9973474801061007,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-10\exchange=NSE\symbol=BHARTIARTL\receive_flow_labels.parquet,ok,60,2026-07-10,NSE,BHARTIARTL,train,378,,,0,0,0,0,0.9973544973544973,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-10\exchange=NSE\symbol=BPCL\receive_flow_labels.parquet,ok,60,2026-07-10,NSE,BPCL,train,378,,,0,0,0,0,0.9973544973544973,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-10\exchange=NSE\symbol=BRITANNIA\receive_flow_labels.parquet,ok,60,2026-07-10,NSE,BRITANNIA,train,378,,,0,0,0,0,0.9973544973544973,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-10\exchange=NSE\symbol=CIPLA\receive_flow_labels.parquet,ok,60,2026-07-10,NSE,CIPLA,train,378,,,0,0,0,0,0.9973544973544973,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-10\exchange=NSE\symbol=DRREDDY\receive_flow_labels.parquet,ok,60,2026-07-10,NSE,DRREDDY,train,378,,,0,0,0,0,0.9973544973544973,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-10\exchange=NSE\symbol=GOLDBEES\receive_flow_labels.parquet,ok,60,2026-07-10,NSE,GOLDBEES,train,377,,,0,0,0,0,0.9973474801061007,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-10\exchange=NSE\symbol=HCLTECH\receive_flow_labels.parquet,ok,60,2026-07-10,NSE,HCLTECH,train,378,,,0,0,0,0,0.9973544973544973,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-10\exchange=NSE\symbol=HDFCBANK\receive_flow_labels.parquet,ok,60,2026-07-10,NSE,HDFCBANK,train,378,,,0,0,0,0,0.9973544973544973,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-10\exchange=NSE\symbol=HINDUNILVR\receive_flow_labels.parquet,ok,60,2026-07-10,NSE,HINDUNILVR,train,378,,,0,0,0,0,0.9973544973544973,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-10\exchange=NSE\symbol=ICICIBANK\receive_flow_labels.parquet,ok,60,2026-07-10,NSE,ICICIBANK,train,378,,,0,0,0,0,0.9973544973544973,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-10\exchange=NSE\symbol=INFY\receive_flow_labels.parquet,ok,60,2026-07-10,NSE,INFY,train,377,,,0,0,0,0,0.9973474801061007,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-10\exchange=NSE\symbol=ITBEES\receive_flow_labels.parquet,ok,60,2026-07-10,NSE,ITBEES,train,377,,,0,0,0,0,0.9973474801061007,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-10\exchange=NSE\symbol=ITC\receive_flow_labels.parquet,ok,60,2026-07-10,NSE,ITC,train,378,,,0,0,0,0,0.9973544973544973,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-10\exchange=NSE\symbol=JUNIORBEES\receive_flow_labels.parquet,ok,60,2026-07-10,NSE,JUNIORBEES,train,376,,,0,0,0,0,0.9973404255319149,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-10\exchange=NSE\symbol=KOTAKBANK\receive_flow_labels.parquet,ok,60,2026-07-10,NSE,KOTAKBANK,train,378,,,0,0,0,0,0.9973544973544973,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-10\exchange=NSE\symbol=LT\receive_flow_labels.parquet,ok,60,2026-07-10,NSE,LT,train,378,,,0,0,0,0,0.9973544973544973,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-10\exchange=NSE\symbol=M&M\receive_flow_labels.parquet,ok,60,2026-07-10,NSE,M&M,train,378,,,0,0,0,0,0.9973544973544973,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-10\exchange=NSE\symbol=MARUTI\receive_flow_labels.parquet,ok,60,2026-07-10,NSE,MARUTI,train,378,,,0,0,0,0,0.9973544973544973,1
derived_real_l2_receive_flow_labels_phase181\horizon=60s\trade_date=2026-07-10\exchange=NSE\symbol=NESTLEIND\receive_flow_labels.parquet,ok,60,2026-07-10,NSE,NESTLEIND,train,378,,,0,0,0,0,0.9973544973544973,1
